COD_SEC,GR_SETOR,Seção,COD_DIV,Divisão,COD_GRUPO,Grupo,COD_CLASSE,Classe,COD_SUBC,COD_SUBCsp,Subclasse,Rotas,Rotas_Portal,SC Competitiva
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.4,Fabricação de produtos cerâmicos,23.49-4,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,2349-4/01,2349401,Fabricação de material sanitário de cerâmica,CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.4,Fabricação de produtos cerâmicos,23.49-4,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,2349-4/99,2349499,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.91-5,Aparelhamento e outros trabalhos em pedras,2391-5/01,2391501,"Britamento de pedras, exceto associado à extração",CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.91-5,Aparelhamento e outros trabalhos em pedras,2391-5/02,2391502,"Aparelhamento de pedras para construção, exceto associado à extração",CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.91-5,Aparelhamento e outros trabalhos em pedras,2391-5/03,2391503,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.92-3,Fabricação de cal e gesso,2392-3/00,2392300,Fabricação de cal e gesso,CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,2399-1/01,2399101,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,2399-1/01,2399102,Fabricação de abrasivos,CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,23,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,2399-1/99,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,CERÂMICA,CERÂMICO,Indústria Cerâmica
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.1,Produção de ferro-gusa e de ferroligas,24.11-3,Produção de ferro-gusa,2411-3/00,2411300,Produção de ferro-gusa,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.1,Produção de ferro-gusa e de ferroligas,24.12-1,Produção de ferroligas,2412-1/00,2412100,Produção de ferroligas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.21-1,Produção de semi-acabados de aço,2421-1/00,2421100,Produção de semi-acabados de aço,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.22-9,Produção de laminados planos de aço,2422-9/01,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.22-9,Produção de laminados planos de aço,2422-9/02,2422902,Produção de laminados planos de aços especiais,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.23-7,Produção de laminados longos de aço,2423-7/01,2423701,Produção de tubos de aço sem costura,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.23-7,Produção de laminados longos de aço,2423-7/02,2423702,"Produção de laminados longos de aço, exceto tubos",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.24-5,"Produção de relaminados, trefilados e perfilados de aço",2424-5/01,2424501,Produção de arames de aço,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.2,Siderurgia,24.24-5,"Produção de relaminados, trefilados e perfilados de aço",2424-5/02,2424502,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.3,"Produção de tubos de aço, exceto tubos sem costura",24.31-8,Produção de tubos de aço com costura,2431-8/00,2431800,Produção de tubos de aço com costura,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.3,"Produção de tubos de aço, exceto tubos sem costura",24.39-3,Produção de outros tubos de ferro e aço,2439-3/00,2439300,Produção de outros tubos de ferro e aço,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.41-5,Metalurgia do alumínio e suas ligas,2441-5/01,2441501,Produção de alumínio e suas ligas em formas primárias,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.41-5,Metalurgia do alumínio e suas ligas,2441-5/02,2441502,Produção de laminados de alumínio,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.42-3,Metalurgia dos metais preciosos,2442-3/00,2442300,Metalurgia dos metais preciosos,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.43-1,Metalurgia do cobre,2443-1/00,2443100,Metalurgia do cobre,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/01,2449101,Produção de zinco em formas primárias,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/02,2449102,Produção de laminados de zinco,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/03,2449103,Produção de soldas e ânodos para galvanoplastia,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/99,2449199,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.5,Fundição,24.51-2,Fundição de ferro e aço,2451-2/00,2451200,Fundição de ferro e aço,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,24,METALURGIA,24.5,Fundição,24.52-1,Fundição de metais não-ferrosos e suas ligas,2452-1/00,2452100,Fundição de metais não-ferrosos e suas ligas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.11-0,Fabricação de estruturas metálicas,2511-0/00,2511000,Fabricação de estruturas metálicas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.12-8,Fabricação de esquadrias de metal,2512-8/00,2512800,Fabricação de esquadrias de metal,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.13-6,Fabricação de obras de caldeiraria pesada,2513-6/00,2513600,Fabricação de obras de caldeiraria pesada,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",25.21-7,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521-7/00,2521700,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",25.22-5,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",2522-5/00,2522500,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.31-4,Produção de forjados de aço e de metais não-ferrosos e suas ligas,2531-4/01,2531401,Produção de forjados de aço,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.31-4,Produção de forjados de aço e de metais não-ferrosos e suas ligas,2531-4/02,2531402,Produção de forjados de metais não-ferrosos e suas ligas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.32-2,Produção de artefatos estampados de metal,2532-2/01,2532201,Produção de artefatos estampados de metal,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.32-2,Produção de artefatos estampados de metal,2532-2/02,2532202,Metalurgia do pó,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais",2539-0/00,2539000,"Serviços de usinagem, solda, tratamento e revestimento em metais",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais",2539-0/01,2539001,"Serviços de usinagem, tornearia e solda",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais",2539-0/02,2539002,Serviços de tratamento e revestimento em metais,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.41-1,Fabricação de artigos de cutelaria,2541-1/00,2541100,Fabricação de artigos de cutelaria,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.42-0,"Fabricação de artigos de serralheria, exceto esquadrias",2542-0/00,2542000,"Fabricação de artigos de serralheria, exceto esquadrias",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.43-8,Fabricação de ferramentas,2543-8/00,2543800,Fabricação de ferramentas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25.50-1,"Fabricação de equipamento bélico pesado, armas de fogo e munições",2550-1/01,2550101,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25.50-1,"Fabricação de equipamento bélico pesado, armas de fogo e munições",2550-1/02,2550102,Fabricação de armas de fogo e munições,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.91-8,Fabricação de embalagens metálicas,2591-8/00,2591800,Fabricação de embalagens metálicas,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.92-6,Fabricação de produtos de trefilados de metal,2592-6/01,2592601,Fabricação de produtos de trefilados de metal padronizados,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.92-6,Fabricação de produtos de trefilados de metal,2592-6/02,2592602,"Fabricação de produtos de trefilados de metal, exceto padronizados",METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.93-4,Fabricação de artigos de metal para uso doméstico e pessoal,2593-4/00,2593400,Fabricação de artigos de metal para uso doméstico e pessoal,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.99-3,Fabricação de produtos de metal não especificados anteriormente,2599-3/01,2599301,Serviços de confecção de armações metálicas para a construção,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.99-3,Fabricação de produtos de metal não especificados anteriormente,2599-3/02,2599302,Serviços de corte e dobra de metais,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.99-3,Fabricação de produtos de metal não especificados anteriormente,2599-3/99,2599399,Fabricação de outros produtos de metal não especificados anteriormente,METAL-MECÂNICA & METALURGIA,METALMECÂNICA & METALURGIA,Metalmecânica e Metalurgia
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.1,Fabricação de componentes eletrônicos,26.10-8,Fabricação de componentes eletrônicos,2610-8/00,2610800,Fabricação de componentes eletrônicos,TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,Fabricação de equipamentos de informática e periféricos,26.21-3,Fabricação de equipamentos de informática,2621-3/00,2621300,Fabricação de equipamentos de informática,TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,Fabricação de equipamentos de informática e periféricos,26.22-1,Fabricação de periféricos para equipamentos de informática,2622-1/00,2622100,Fabricação de periféricos para equipamentos de informática,TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.3,Fabricação de equipamentos de comunicação,26.31-1,Fabricação de equipamentos transmissores de comunicação,2631-1/00,2631100,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.3,Fabricação de equipamentos de comunicação,26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,2632-9/00,2632900,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26.40-0,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",2640-0/00,2640000,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle",2651-5/00,2651500,"Fabricação de aparelhos e equipamentos de medida, teste e controle",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.52-3,Fabricação de cronômetros e relógios,2652-3/00,2652300,Fabricação de cronômetros e relógios,TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,2660-4/00,2660400,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,SAÚDE,SAÚDE,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",2670-1/01,2670101,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
C,INDÚSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",2670-1/02,2670102,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",TIC,TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,TIC (Indústria)
